pathway,NbDirectPathwayStepProcess
http://www.reactome.org/biopax/91/48887#Pathway1135,3
http://www.reactome.org/biopax/91/48887#Pathway2202,14
http://www.reactome.org/biopax/91/48887#Pathway2117,12
http://www.reactome.org/biopax/91/48887#Pathway2420,3
http://www.reactome.org/biopax/91/48887#Pathway2553,5
http://www.reactome.org/biopax/91/48887#Pathway2468,11
http://www.reactome.org/biopax/91/48887#Pathway2335,13
http://www.reactome.org/biopax/91/48887#Pathway2686,10
http://www.reactome.org/biopax/91/48887#Pathway209,57
http://www.reactome.org/biopax/91/48887#Pathway730,4
http://www.reactome.org/biopax/91/48887#Pathway645,9
http://www.reactome.org/biopax/91/48887#Pathway1792,4
http://www.reactome.org/biopax/91/48887#Pathway512,4
http://www.reactome.org/biopax/91/48887#Pathway863,7
http://www.reactome.org/biopax/91/48887#Pathway1574,29
http://www.reactome.org/biopax/91/48887#Pathway996,1
http://www.reactome.org/biopax/91/48887#Pathway1005,3
http://www.reactome.org/biopax/91/48887#Pathway778,55
http://www.reactome.org/biopax/91/48887#Pathway1356,2
http://www.reactome.org/biopax/91/48887#Pathway1489,14
http://www.reactome.org/biopax/91/48887#Pathway427,8
http://www.reactome.org/biopax/91/48887#Pathway1223,2
http://www.reactome.org/biopax/91/48887#Pathway2421,7
http://www.reactome.org/biopax/91/48887#Pathway2336,30
http://www.reactome.org/biopax/91/48887#Pathway2469,9
http://www.reactome.org/biopax/91/48887#Pathway2687,18
http://www.reactome.org/biopax/91/48887#Pathway1222,2
http://www.reactome.org/biopax/91/48887#Pathway862,6
http://www.reactome.org/biopax/91/48887#Pathway995,1
http://www.reactome.org/biopax/91/48887#Pathway1440,2
http://www.reactome.org/biopax/91/48887#Pathway1791,6
http://www.reactome.org/biopax/91/48887#Pathway511,4
http://www.reactome.org/biopax/91/48887#Pathway1573,28
http://www.reactome.org/biopax/91/48887#Pathway777,43
http://www.reactome.org/biopax/91/48887#Pathway1355,2
http://www.reactome.org/biopax/91/48887#Pathway2118,5
http://www.reactome.org/biopax/91/48887#Pathway1488,13
http://www.reactome.org/biopax/91/48887#Pathway426,7
http://www.reactome.org/biopax/91/48887#Pathway1007,2
http://www.reactome.org/biopax/91/48887#Pathway2204,14
http://www.reactome.org/biopax/91/48887#Pathway2640,20
http://www.reactome.org/biopax/91/48887#Pathway2337,6
http://www.reactome.org/biopax/91/48887#Pathway2422,4
http://www.reactome.org/biopax/91/48887#Pathway2555,9
http://www.reactome.org/biopax/91/48887#Pathway207,20
http://www.reactome.org/biopax/91/48887#Pathway861,6
http://www.reactome.org/biopax/91/48887#Pathway994,1
http://www.reactome.org/biopax/91/48887#Pathway425,3
http://www.reactome.org/biopax/91/48887#Pathway776,15
http://www.reactome.org/biopax/91/48887#Pathway1794,11
http://www.reactome.org/biopax/91/48887#Pathway1661,1
http://www.reactome.org/biopax/91/48887#Pathway510,2
http://www.reactome.org/biopax/91/48887#Pathway1443,2
http://www.reactome.org/biopax/91/48887#Pathway1225,2
http://www.reactome.org/biopax/91/48887#Pathway1358,2
http://www.reactome.org/biopax/91/48887#Pathway2205,12
http://www.reactome.org/biopax/91/48887#Pathway2689,21
http://www.reactome.org/biopax/91/48887#Pathway2556,10
http://www.reactome.org/biopax/91/48887#Pathway2423,2
http://www.reactome.org/biopax/91/48887#Pathway206,66
http://www.reactome.org/biopax/91/48887#Pathway2338,2
http://www.reactome.org/biopax/91/48887#Pathway993,1
http://www.reactome.org/biopax/91/48887#Pathway1660,3
http://www.reactome.org/biopax/91/48887#Pathway424,9
http://www.reactome.org/biopax/91/48887#Pathway557,14
http://www.reactome.org/biopax/91/48887#Pathway642,2
http://www.reactome.org/biopax/91/48887#Pathway1793,3
http://www.reactome.org/biopax/91/48887#Pathway1006,32
http://www.reactome.org/biopax/91/48887#Pathway1224,2
http://www.reactome.org/biopax/91/48887#Pathway1357,2
http://www.reactome.org/biopax/91/48887#Pathway339,12
http://www.reactome.org/biopax/91/48887#Pathway1837,8
http://www.reactome.org/biopax/91/48887#Pathway1922,1
http://www.reactome.org/biopax/91/48887#Pathway2286,2
http://www.reactome.org/biopax/91/48887#Pathway1704,2
http://www.reactome.org/biopax/91/48887#Pathway1619,5
http://www.reactome.org/biopax/91/48887#Pathway2068,5
http://www.reactome.org/biopax/91/48887#Pathway2371,3
http://www.reactome.org/biopax/91/48887#Pathway2020,8
http://www.reactome.org/biopax/91/48887#Pathway980,2
http://www.reactome.org/biopax/91/48887#Pathway1392,2
http://www.reactome.org/biopax/91/48887#Pathway67,2
http://www.reactome.org/biopax/91/48887#Pathway762,11
http://www.reactome.org/biopax/91/48887#Pathway895,23
http://www.reactome.org/biopax/91/48887#Pathway1089,3
http://www.reactome.org/biopax/91/48887#Pathway326,29
http://www.reactome.org/biopax/91/48887#Pathway677,3
http://www.reactome.org/biopax/91/48887#Pathway411,16
http://www.reactome.org/biopax/91/48887#Pathway544,15
http://www.reactome.org/biopax/91/48887#Pathway459,8
http://www.reactome.org/biopax/91/48887#Pathway1703,1
http://www.reactome.org/biopax/91/48887#Pathway1836,3
http://www.reactome.org/biopax/91/48887#Pathway1969,7
http://www.reactome.org/biopax/91/48887#Pathway2372,29
http://www.reactome.org/biopax/91/48887#Pathway2154,6
http://www.reactome.org/biopax/91/48887#Pathway2590,49
http://www.reactome.org/biopax/91/48887#Pathway1921,6
http://www.reactome.org/biopax/91/48887#Pathway1618,6
http://www.reactome.org/biopax/91/48887#Pathway2069,13
http://www.reactome.org/biopax/91/48887#Pathway2021,5
http://www.reactome.org/biopax/91/48887#Pathway107,27
http://www.reactome.org/biopax/91/48887#Pathway1391,2
http://www.reactome.org/biopax/91/48887#Pathway1173,5
http://www.reactome.org/biopax/91/48887#Pathway410,2
http://www.reactome.org/biopax/91/48887#Pathway761,10
http://www.reactome.org/biopax/91/48887#Pathway1040,1
http://www.reactome.org/biopax/91/48887#Pathway66,2
http://www.reactome.org/biopax/91/48887#Pathway894,31
http://www.reactome.org/biopax/91/48887#Pathway458,5
http://www.reactome.org/biopax/91/48887#Pathway1088,10
http://www.reactome.org/biopax/91/48887#Pathway543,10
http://www.reactome.org/biopax/91/48887#Pathway1839,3
http://www.reactome.org/biopax/91/48887#Pathway1924,4
http://www.reactome.org/biopax/91/48887#Pathway2022,63
http://www.reactome.org/biopax/91/48887#Pathway2155,28
http://www.reactome.org/biopax/91/48887#Pathway2373,7
http://www.reactome.org/biopax/91/48887#Pathway2591,15
http://www.reactome.org/biopax/91/48887#Pathway2288,25
http://www.reactome.org/biopax/91/48887#Pathway1706,2
http://www.reactome.org/biopax/91/48887#Pathway2240,4
http://www.reactome.org/biopax/91/48887#Pathway69,2
http://www.reactome.org/biopax/91/48887#Pathway542,38
http://www.reactome.org/biopax/91/48887#Pathway21,4
http://www.reactome.org/biopax/91/48887#Pathway1261,2
http://www.reactome.org/biopax/91/48887#Pathway760,6
http://www.reactome.org/biopax/91/48887#Pathway106,27
http://www.reactome.org/biopax/91/48887#Pathway1394,2
http://www.reactome.org/biopax/91/48887#Pathway1176,2
http://www.reactome.org/biopax/91/48887#Pathway1043,1
http://www.reactome.org/biopax/91/48887#Pathway324,2
http://www.reactome.org/biopax/91/48887#Pathway675,6
http://www.reactome.org/biopax/91/48887#Pathway239,21
http://www.reactome.org/biopax/91/48887#Pathway1838,6
http://www.reactome.org/biopax/91/48887#Pathway1705,2
http://www.reactome.org/biopax/91/48887#Pathway1923,4
http://www.reactome.org/biopax/91/48887#Pathway2592,11
http://www.reactome.org/biopax/91/48887#Pathway2289,27
http://www.reactome.org/biopax/91/48887#Pathway2156,10
http://www.reactome.org/biopax/91/48887#Pathway2374,36
http://www.reactome.org/biopax/91/48887#Pathway2241,18
http://www.reactome.org/biopax/91/48887#Pathway674,8
http://www.reactome.org/biopax/91/48887#Pathway20,3
http://www.reactome.org/biopax/91/48887#Pathway1042,1
http://www.reactome.org/biopax/91/48887#Pathway892,8
http://www.reactome.org/biopax/91/48887#Pathway1260,2
http://www.reactome.org/biopax/91/48887#Pathway1393,2
http://www.reactome.org/biopax/91/48887#Pathway105,12
http://www.reactome.org/biopax/91/48887#Pathway238,10
http://www.reactome.org/biopax/91/48887#Pathway589,25
http://www.reactome.org/biopax/91/48887#Pathway323,43
http://www.reactome.org/biopax/91/48887#Pathway456,18
http://www.reactome.org/biopax/91/48887#Pathway1175,4
http://www.reactome.org/biopax/91/48887#Pathway1926,20
http://www.reactome.org/biopax/91/48887#Pathway2593,7
http://www.reactome.org/biopax/91/48887#Pathway2460,20
http://www.reactome.org/biopax/91/48887#Pathway2024,19
http://www.reactome.org/biopax/91/48887#Pathway2157,34
http://www.reactome.org/biopax/91/48887#Pathway1708,5
http://www.reactome.org/biopax/91/48887#Pathway2375,43
http://www.reactome.org/biopax/91/48887#Pathway1130,6
http://www.reactome.org/biopax/91/48887#Pathway891,3
http://www.reactome.org/biopax/91/48887#Pathway673,5
http://www.reactome.org/biopax/91/48887#Pathway322,8
http://www.reactome.org/biopax/91/48887#Pathway540,10
http://www.reactome.org/biopax/91/48887#Pathway1481,6
http://www.reactome.org/biopax/91/48887#Pathway23,6
http://www.reactome.org/biopax/91/48887#Pathway237,13
http://www.reactome.org/biopax/91/48887#Pathway1045,1
http://www.reactome.org/biopax/91/48887#Pathway1396,2
http://www.reactome.org/biopax/91/48887#Pathway455,14
http://www.reactome.org/biopax/91/48887#Pathway1263,2
http://www.reactome.org/biopax/91/48887#Pathway2158,45
http://www.reactome.org/biopax/91/48887#Pathway1925,8
http://www.reactome.org/biopax/91/48887#Pathway2243,6
http://www.reactome.org/biopax/91/48887#Pathway2461,11
http://www.reactome.org/biopax/91/48887#Pathway2025,18
http://www.reactome.org/biopax/91/48887#Pathway2594,3
http://www.reactome.org/biopax/91/48887#Pathway890,77
http://www.reactome.org/biopax/91/48887#Pathway1262,2
http://www.reactome.org/biopax/91/48887#Pathway454,8
http://www.reactome.org/biopax/91/48887#Pathway1480,16
http://www.reactome.org/biopax/91/48887#Pathway103,13
http://www.reactome.org/biopax/91/48887#Pathway672,5
http://www.reactome.org/biopax/91/48887#Pathway369,10
http://www.reactome.org/biopax/91/48887#Pathway1395,2
http://www.reactome.org/biopax/91/48887#Pathway1177,1
http://www.reactome.org/biopax/91/48887#Pathway587,73
http://www.reactome.org/biopax/91/48887#Pathway236,17
http://www.reactome.org/biopax/91/48887#Pathway1044,1
http://www.reactome.org/biopax/91/48887#Pathway2159,42
http://www.reactome.org/biopax/91/48887#Pathway2026,8
http://www.reactome.org/biopax/91/48887#Pathway2111,2
http://www.reactome.org/biopax/91/48887#Pathway2680,4
http://www.reactome.org/biopax/91/48887#Pathway2244,3
http://www.reactome.org/biopax/91/48887#Pathway2377,11
http://www.reactome.org/biopax/91/48887#Pathway2595,12
http://www.reactome.org/biopax/91/48887#Pathway2462,13
http://www.reactome.org/biopax/91/48887#Pathway1928,7
http://www.reactome.org/biopax/91/48887#Pathway453,6
http://www.reactome.org/biopax/91/48887#Pathway586,8
http://www.reactome.org/biopax/91/48887#Pathway1350,2
http://www.reactome.org/biopax/91/48887#Pathway320,12
http://www.reactome.org/biopax/91/48887#Pathway1483,2
http://www.reactome.org/biopax/91/48887#Pathway1265,2
http://www.reactome.org/biopax/91/48887#Pathway235,2
http://www.reactome.org/biopax/91/48887#Pathway102,17
http://www.reactome.org/biopax/91/48887#Pathway1398,4
http://www.reactome.org/biopax/91/48887#Pathway1047,1
http://www.reactome.org/biopax/91/48887#Pathway2027,5
http://www.reactome.org/biopax/91/48887#Pathway1927,4
http://www.reactome.org/biopax/91/48887#Pathway2681,12
http://www.reactome.org/biopax/91/48887#Pathway2245,25
http://www.reactome.org/biopax/91/48887#Pathway2112,7
http://www.reactome.org/biopax/91/48887#Pathway1709,16
http://www.reactome.org/biopax/91/48887#Pathway2596,6
http://www.reactome.org/biopax/91/48887#Pathway2330,12
http://www.reactome.org/biopax/91/48887#Pathway2463,4
http://www.reactome.org/biopax/91/48887#Pathway2378,21
http://www.reactome.org/biopax/91/48887#Pathway670,4
http://www.reactome.org/biopax/91/48887#Pathway24,9
http://www.reactome.org/biopax/91/48887#Pathway234,16
http://www.reactome.org/biopax/91/48887#Pathway585,31
http://www.reactome.org/biopax/91/48887#Pathway452,18
http://www.reactome.org/biopax/91/48887#Pathway149,18
http://www.reactome.org/biopax/91/48887#Pathway1482,1
http://www.reactome.org/biopax/91/48887#Pathway1046,1
http://www.reactome.org/biopax/91/48887#Pathway367,18
http://www.reactome.org/biopax/91/48887#Pathway1264,2
http://www.reactome.org/biopax/91/48887#Pathway1397,2
http://www.reactome.org/biopax/91/48887#Pathway1179,1
http://www.reactome.org/biopax/91/48887#Pathway1744,6
http://www.reactome.org/biopax/91/48887#Pathway1659,1
http://www.reactome.org/biopax/91/48887#Pathway1526,11
http://www.reactome.org/biopax/91/48887#Pathway1308,2
http://www.reactome.org/biopax/91/48887#Pathway1877,7
http://www.reactome.org/biopax/91/48887#Pathway2193,72
http://www.reactome.org/biopax/91/48887#Pathway1081,1
http://www.reactome.org/biopax/91/48887#Pathway2505,12
http://www.reactome.org/biopax/91/48887#Pathway2723,3
http://www.reactome.org/biopax/91/48887#Pathway148,29
http://www.reactome.org/biopax/91/48887#Pathway366,5
http://www.reactome.org/biopax/91/48887#Pathway451,1
http://www.reactome.org/biopax/91/48887#Pathway584,6
http://www.reactome.org/biopax/91/48887#Pathway1962,16
http://www.reactome.org/biopax/91/48887#Pathway100,8
http://www.reactome.org/biopax/91/48887#Pathway499,3
http://www.reactome.org/biopax/91/48887#Pathway1611,5
http://www.reactome.org/biopax/91/48887#Pathway1525,7
http://www.reactome.org/biopax/91/48887#Pathway1307,2
http://www.reactome.org/biopax/91/48887#Pathway1658,1
http://www.reactome.org/biopax/91/48887#Pathway1876,18
http://www.reactome.org/biopax/91/48887#Pathway2194,24
http://www.reactome.org/biopax/91/48887#Pathway2061,14
http://www.reactome.org/biopax/91/48887#Pathway2506,6
http://www.reactome.org/biopax/91/48887#Pathway450,10
http://www.reactome.org/biopax/91/48887#Pathway2724,9
http://www.reactome.org/biopax/91/48887#Pathway1080,1
http://www.reactome.org/biopax/91/48887#Pathway365,12
http://www.reactome.org/biopax/91/48887#Pathway498,3
http://www.reactome.org/biopax/91/48887#Pathway2639,32
http://www.reactome.org/biopax/91/48887#Pathway232,6
http://www.reactome.org/biopax/91/48887#Pathway583,5
http://www.reactome.org/biopax/91/48887#Pathway1961,14
http://www.reactome.org/biopax/91/48887#Pathway1743,4
http://www.reactome.org/biopax/91/48887#Pathway1610,9
http://www.reactome.org/biopax/91/48887#Pathway1613,11
http://www.reactome.org/biopax/91/48887#Pathway1746,5
http://www.reactome.org/biopax/91/48887#Pathway1879,2
http://www.reactome.org/biopax/91/48887#Pathway1964,9
http://www.reactome.org/biopax/91/48887#Pathway2062,28
http://www.reactome.org/biopax/91/48887#Pathway2195,4
http://www.reactome.org/biopax/91/48887#Pathway2280,20
http://www.reactome.org/biopax/91/48887#Pathway582,21
http://www.reactome.org/biopax/91/48887#Pathway1083,1
http://www.reactome.org/biopax/91/48887#Pathway231,16
http://www.reactome.org/biopax/91/48887#Pathway2507,49
http://www.reactome.org/biopax/91/48887#Pathway364,4
http://www.reactome.org/biopax/91/48887#Pathway1831,1
http://www.reactome.org/biopax/91/48887#Pathway279,10
http://www.reactome.org/biopax/91/48887#Pathway146,16
http://www.reactome.org/biopax/91/48887#Pathway1745,9
http://www.reactome.org/biopax/91/48887#Pathway1612,3
http://www.reactome.org/biopax/91/48887#Pathway1527,7
http://www.reactome.org/biopax/91/48887#Pathway808,6
http://www.reactome.org/biopax/91/48887#Pathway1878,11
http://www.reactome.org/biopax/91/48887#Pathway1309,2
http://www.reactome.org/biopax/91/48887#Pathway2063,14
http://www.reactome.org/biopax/91/48887#Pathway2196,4
http://www.reactome.org/biopax/91/48887#Pathway2281,5
http://www.reactome.org/biopax/91/48887#Pathway2726,17
http://www.reactome.org/biopax/91/48887#Pathway1082,1
http://www.reactome.org/biopax/91/48887#Pathway581,14
http://www.reactome.org/biopax/91/48887#Pathway278,27
http://www.reactome.org/biopax/91/48887#Pathway363,8
http://www.reactome.org/biopax/91/48887#Pathway496,6
http://www.reactome.org/biopax/91/48887#Pathway1830,3
http://www.reactome.org/biopax/91/48887#Pathway60,4
http://www.reactome.org/biopax/91/48887#Pathway1963,11
http://www.reactome.org/biopax/91/48887#Pathway145,10
http://www.reactome.org/biopax/91/48887#Pathway1700,2
http://www.reactome.org/biopax/91/48887#Pathway1615,9
http://www.reactome.org/biopax/91/48887#Pathway807,10
http://www.reactome.org/biopax/91/48887#Pathway1966,7
http://www.reactome.org/biopax/91/48887#Pathway1833,3
http://www.reactome.org/biopax/91/48887#Pathway2282,16
http://www.reactome.org/biopax/91/48887#Pathway2197,36
http://www.reactome.org/biopax/91/48887#Pathway2064,16
http://www.reactome.org/biopax/91/48887#Pathway362,14
http://www.reactome.org/biopax/91/48887#Pathway580,25
http://www.reactome.org/biopax/91/48887#Pathway277,17
http://www.reactome.org/biopax/91/48887#Pathway1085,1
http://www.reactome.org/biopax/91/48887#Pathway2509,6
http://www.reactome.org/biopax/91/48887#Pathway2727,3
http://www.reactome.org/biopax/91/48887#Pathway144,4
http://www.reactome.org/biopax/91/48887#Pathway63,6
http://www.reactome.org/biopax/91/48887#Pathway806,6
http://www.reactome.org/biopax/91/48887#Pathway939,6
http://www.reactome.org/biopax/91/48887#Pathway1614,8
http://www.reactome.org/biopax/91/48887#Pathway2198,10
http://www.reactome.org/biopax/91/48887#Pathway1832,2
http://www.reactome.org/biopax/91/48887#Pathway1965,10
http://www.reactome.org/biopax/91/48887#Pathway2283,7
http://www.reactome.org/biopax/91/48887#Pathway2150,5
http://www.reactome.org/biopax/91/48887#Pathway2065,9
http://www.reactome.org/biopax/91/48887#Pathway494,15
http://www.reactome.org/biopax/91/48887#Pathway361,11
http://www.reactome.org/biopax/91/48887#Pathway2728,10
http://www.reactome.org/biopax/91/48887#Pathway276,9
http://www.reactome.org/biopax/91/48887#Pathway1084,1
http://www.reactome.org/biopax/91/48887#Pathway143,12
http://www.reactome.org/biopax/91/48887#Pathway1968,11
http://www.reactome.org/biopax/91/48887#Pathway938,8
http://www.reactome.org/biopax/91/48887#Pathway1702,1
http://www.reactome.org/biopax/91/48887#Pathway1617,77
http://www.reactome.org/biopax/91/48887#Pathway2066,2
http://www.reactome.org/biopax/91/48887#Pathway2199,6
http://www.reactome.org/biopax/91/48887#Pathway1835,13
http://www.reactome.org/biopax/91/48887#Pathway2151,2
http://www.reactome.org/biopax/91/48887#Pathway2284,2
http://www.reactome.org/biopax/91/48887#Pathway493,2
http://www.reactome.org/biopax/91/48887#Pathway360,11
http://www.reactome.org/biopax/91/48887#Pathway65,5
http://www.reactome.org/biopax/91/48887#Pathway2729,15
http://www.reactome.org/biopax/91/48887#Pathway275,8
http://www.reactome.org/biopax/91/48887#Pathway1172,1
http://www.reactome.org/biopax/91/48887#Pathway1087,10
http://www.reactome.org/biopax/91/48887#Pathway142,8
http://www.reactome.org/biopax/91/48887#Pathway804,7
http://www.reactome.org/biopax/91/48887#Pathway719,5
http://www.reactome.org/biopax/91/48887#Pathway1749,4
http://www.reactome.org/biopax/91/48887#Pathway1834,10
http://www.reactome.org/biopax/91/48887#Pathway2067,7
http://www.reactome.org/biopax/91/48887#Pathway1967,11
http://www.reactome.org/biopax/91/48887#Pathway2370,28
http://www.reactome.org/biopax/91/48887#Pathway2285,4
http://www.reactome.org/biopax/91/48887#Pathway2152,4
http://www.reactome.org/biopax/91/48887#Pathway274,47
http://www.reactome.org/biopax/91/48887#Pathway492,3
http://www.reactome.org/biopax/91/48887#Pathway64,2
http://www.reactome.org/biopax/91/48887#Pathway1171,1
http://www.reactome.org/biopax/91/48887#Pathway189,2
http://www.reactome.org/biopax/91/48887#Pathway141,8
http://www.reactome.org/biopax/91/48887#Pathway948,3
http://www.reactome.org/biopax/91/48887#Pathway815,2
http://www.reactome.org/biopax/91/48887#Pathway1348,2
http://www.reactome.org/biopax/91/48887#Pathway2630,16
http://www.reactome.org/biopax/91/48887#Pathway2678,7
http://www.reactome.org/biopax/91/48887#Pathway2545,6
http://www.reactome.org/biopax/91/48887#Pathway2412,8
http://www.reactome.org/biopax/91/48887#Pathway285,14
http://www.reactome.org/biopax/91/48887#Pathway370,20
http://www.reactome.org/biopax/91/48887#Pathway2327,9
http://www.reactome.org/biopax/91/48887#Pathway1651,1
http://www.reactome.org/biopax/91/48887#Pathway1215,2
http://www.reactome.org/biopax/91/48887#Pathway900,2
http://www.reactome.org/biopax/91/48887#Pathway1300,2
http://www.reactome.org/biopax/91/48887#Pathway1433,1
http://www.reactome.org/biopax/91/48887#Pathway1784,5
http://www.reactome.org/biopax/91/48887#Pathway1699,2
http://www.reactome.org/biopax/91/48887#Pathway1566,17
http://www.reactome.org/biopax/91/48887#Pathway2109,4
http://www.reactome.org/biopax/91/48887#Pathway947,17
http://www.reactome.org/biopax/91/48887#Pathway1129,1
http://www.reactome.org/biopax/91/48887#Pathway729,10
http://www.reactome.org/biopax/91/48887#Pathway2546,24
http://www.reactome.org/biopax/91/48887#Pathway2413,8
http://www.reactome.org/biopax/91/48887#Pathway2631,6
http://www.reactome.org/biopax/91/48887#Pathway284,19
http://www.reactome.org/biopax/91/48887#Pathway2679,10
http://www.reactome.org/biopax/91/48887#Pathway2328,21
http://www.reactome.org/biopax/91/48887#Pathway199,1
http://www.reactome.org/biopax/91/48887#Pathway1783,3
http://www.reactome.org/biopax/91/48887#Pathway1650,1
http://www.reactome.org/biopax/91/48887#Pathway1432,4
http://www.reactome.org/biopax/91/48887#Pathway151,17
http://www.reactome.org/biopax/91/48887#Pathway1214,2
http://www.reactome.org/biopax/91/48887#Pathway814,2
http://www.reactome.org/biopax/91/48887#Pathway1347,2
http://www.reactome.org/biopax/91/48887#Pathway1698,2
http://www.reactome.org/biopax/91/48887#Pathway1568,2
http://www.reactome.org/biopax/91/48887#Pathway728,4
http://www.reactome.org/biopax/91/48887#Pathway1217,2
http://www.reactome.org/biopax/91/48887#Pathway2632,16
http://www.reactome.org/biopax/91/48887#Pathway2329,11
http://www.reactome.org/biopax/91/48887#Pathway283,18
http://www.reactome.org/biopax/91/48887#Pathway2547,8
http://www.reactome.org/biopax/91/48887#Pathway198,13
http://www.reactome.org/biopax/91/48887#Pathway1520,3
http://www.reactome.org/biopax/91/48887#Pathway1653,1
http://www.reactome.org/biopax/91/48887#Pathway1871,38
http://www.reactome.org/biopax/91/48887#Pathway150,25
http://www.reactome.org/biopax/91/48887#Pathway813,2
http://www.reactome.org/biopax/91/48887#Pathway946,61
http://www.reactome.org/biopax/91/48887#Pathway1302,2
http://www.reactome.org/biopax/91/48887#Pathway1786,59
http://www.reactome.org/biopax/91/48887#Pathway727,5
http://www.reactome.org/biopax/91/48887#Pathway1349,2
http://www.reactome.org/biopax/91/48887#Pathway509,4
http://www.reactome.org/biopax/91/48887#Pathway1216,2
http://www.reactome.org/biopax/91/48887#Pathway2633,19
http://www.reactome.org/biopax/91/48887#Pathway281,19
http://www.reactome.org/biopax/91/48887#Pathway2500,23
http://www.reactome.org/biopax/91/48887#Pathway282,24
http://www.reactome.org/biopax/91/48887#Pathway1870,36
http://www.reactome.org/biopax/91/48887#Pathway1652,2
http://www.reactome.org/biopax/91/48887#Pathway812,2
http://www.reactome.org/biopax/91/48887#Pathway1301,2
http://www.reactome.org/biopax/91/48887#Pathway1567,2
http://www.reactome.org/biopax/91/48887#Pathway197,1
http://www.reactome.org/biopax/91/48887#Pathway1219,2
http://www.reactome.org/biopax/91/48887#Pathway1304,2
http://www.reactome.org/biopax/91/48887#Pathway1788,4
http://www.reactome.org/biopax/91/48887#Pathway508,21
http://www.reactome.org/biopax/91/48887#Pathway280,20
http://www.reactome.org/biopax/91/48887#Pathway2634,5
http://www.reactome.org/biopax/91/48887#Pathway2501,24
http://www.reactome.org/biopax/91/48887#Pathway2549,6
http://www.reactome.org/biopax/91/48887#Pathway1873,15
http://www.reactome.org/biopax/91/48887#Pathway1740,4
http://www.reactome.org/biopax/91/48887#Pathway1522,14
http://www.reactome.org/biopax/91/48887#Pathway1655,1
http://www.reactome.org/biopax/91/48887#Pathway726,4
http://www.reactome.org/biopax/91/48887#Pathway196,1
http://www.reactome.org/biopax/91/48887#Pathway1569,1
http://www.reactome.org/biopax/91/48887#Pathway1436,4
http://www.reactome.org/biopax/91/48887#Pathway1218,2
http://www.reactome.org/biopax/91/48887#Pathway2502,21
http://www.reactome.org/biopax/91/48887#Pathway2190,12
http://www.reactome.org/biopax/91/48887#Pathway2417,22
http://www.reactome.org/biopax/91/48887#Pathway1872,22
http://www.reactome.org/biopax/91/48887#Pathway195,23
http://www.reactome.org/biopax/91/48887#Pathway1521,2
http://www.reactome.org/biopax/91/48887#Pathway943,1
http://www.reactome.org/biopax/91/48887#Pathway725,4
http://www.reactome.org/biopax/91/48887#Pathway858,8
http://www.reactome.org/biopax/91/48887#Pathway1303,2
http://www.reactome.org/biopax/91/48887#Pathway1654,1
http://www.reactome.org/biopax/91/48887#Pathway1657,1
http://www.reactome.org/biopax/91/48887#Pathway1524,1
http://www.reactome.org/biopax/91/48887#Pathway1306,2
http://www.reactome.org/biopax/91/48887#Pathway193,56
http://www.reactome.org/biopax/91/48887#Pathway1439,2
http://www.reactome.org/biopax/91/48887#Pathway2191,2
http://www.reactome.org/biopax/91/48887#Pathway2721,27
http://www.reactome.org/biopax/91/48887#Pathway2418,8
http://www.reactome.org/biopax/91/48887#Pathway2636,12
http://www.reactome.org/biopax/91/48887#Pathway2503,39
http://www.reactome.org/biopax/91/48887#Pathway942,9
http://www.reactome.org/biopax/91/48887#Pathway506,27
http://www.reactome.org/biopax/91/48887#Pathway194,1
http://www.reactome.org/biopax/91/48887#Pathway724,5
http://www.reactome.org/biopax/91/48887#Pathway857,20
http://www.reactome.org/biopax/91/48887#Pathway1742,15
http://www.reactome.org/biopax/91/48887#Pathway1789,4
http://www.reactome.org/biopax/91/48887#Pathway1305,4
http://www.reactome.org/biopax/91/48887#Pathway1656,1
http://www.reactome.org/biopax/91/48887#Pathway1438,2
http://www.reactome.org/biopax/91/48887#Pathway192,1
http://www.reactome.org/biopax/91/48887#Pathway2722,2
http://www.reactome.org/biopax/91/48887#Pathway2192,4
http://www.reactome.org/biopax/91/48887#Pathway2637,6
http://www.reactome.org/biopax/91/48887#Pathway2504,13
http://www.reactome.org/biopax/91/48887#Pathway2419,8
http://www.reactome.org/biopax/91/48887#Pathway1874,2
http://www.reactome.org/biopax/91/48887#Pathway856,4
http://www.reactome.org/biopax/91/48887#Pathway1523,1
http://www.reactome.org/biopax/91/48887#Pathway191,21
http://www.reactome.org/biopax/91/48887#Pathway2016,23
http://www.reactome.org/biopax/91/48887#Pathway419,22
http://www.reactome.org/biopax/91/48887#Pathway2149,10
http://www.reactome.org/biopax/91/48887#Pathway2234,8
http://www.reactome.org/biopax/91/48887#Pathway2585,42
http://www.reactome.org/biopax/91/48887#Pathway2452,22
http://www.reactome.org/biopax/91/48887#Pathway2367,14
http://www.reactome.org/biopax/91/48887#Pathway15,5
http://www.reactome.org/biopax/91/48887#Pathway1691,1
http://www.reactome.org/biopax/91/48887#Pathway940,5
http://www.reactome.org/biopax/91/48887#Pathway1340,2
http://www.reactome.org/biopax/91/48887#Pathway1255,2
http://www.reactome.org/biopax/91/48887#Pathway1473,9
http://www.reactome.org/biopax/91/48887#Pathway722,1
http://www.reactome.org/biopax/91/48887#Pathway988,7
http://www.reactome.org/biopax/91/48887#Pathway855,18
http://www.reactome.org/biopax/91/48887#Pathway1388,2
http://www.reactome.org/biopax/91/48887#Pathway637,14
