reactome:Pathway1	abstraction:SuperPathwayOf	reactome:Pathway52
reactome:Pathway76	abstraction:SuperPathwayOf	reactome:Pathway81
reactome:Pathway72	abstraction:SuperPathwayOf	reactome:Pathway73
reactome:Pathway76	abstraction:SuperPathwayOf	reactome:Pathway79
reactome:Pathway55	abstraction:SuperPathwayOf	reactome:Pathway59
reactome:Pathway1	abstraction:SuperPathwayOf	reactome:Pathway113
reactome:Pathway140	abstraction:SuperPathwayOf	reactome:Pathway142
reactome:Pathway55	abstraction:SuperPathwayOf	reactome:Pathway71
reactome:Pathway126	abstraction:SuperPathwayOf	reactome:Pathway129
reactome:Pathway1	abstraction:SuperPathwayOf	reactome:Pathway104
reactome:Pathway20	abstraction:SuperPathwayOf	reactome:Pathway21
reactome:Pathway1	abstraction:SuperPathwayOf	reactome:Pathway93
reactome:Pathway135	abstraction:SuperPathwayOf	reactome:Pathway140
reactome:Pathway146	abstraction:SuperPathwayOf	reactome:Pathway147
reactome:Pathway1	abstraction:SuperPathwayOf	reactome:Pathway148
reactome:Pathway106	abstraction:SuperPathwayOf	reactome:Pathway109
reactome:Pathway15	abstraction:SuperPathwayOf	reactome:Pathway17
reactome:Pathway135	abstraction:SuperPathwayOf	reactome:Pathway145
reactome:Pathway8	abstraction:SuperPathwayOf	reactome:Pathway33
reactome:Pathway55	abstraction:SuperPathwayOf	reactome:Pathway69
reactome:Pathway52	abstraction:SuperPathwayOf	reactome:Pathway55
reactome:Pathway126	abstraction:SuperPathwayOf	reactome:Pathway130
reactome:Pathway115	abstraction:SuperPathwayOf	reactome:Pathway122
reactome:Pathway94	abstraction:SuperPathwayOf	reactome:Pathway102
reactome:Pathway126	abstraction:SuperPathwayOf	reactome:Pathway128
reactome:Pathway43	abstraction:SuperPathwayOf	reactome:Pathway44
reactome:Pathway37	abstraction:SuperPathwayOf	reactome:Pathway40
reactome:Pathway56	abstraction:SuperPathwayOf	reactome:Pathway58
reactome:Pathway1	abstraction:SuperPathwayOf	reactome:Pathway131
reactome:Pathway2	abstraction:SuperPathwayOf	reactome:Pathway5
reactome:Pathway2	abstraction:SuperPathwayOf	reactome:Pathway4
reactome:Pathway37	abstraction:SuperPathwayOf	reactome:Pathway41
reactome:Pathway115	abstraction:SuperPathwayOf	reactome:Pathway116
reactome:Pathway55	abstraction:SuperPathwayOf	reactome:Pathway70
reactome:Pathway135	abstraction:SuperPathwayOf	reactome:Pathway144
reactome:Pathway55	abstraction:SuperPathwayOf	reactome:Pathway68
reactome:Pathway2	abstraction:SuperPathwayOf	reactome:Pathway3
reactome:Pathway1	abstraction:SuperPathwayOf	reactome:Pathway135
reactome:Pathway55	abstraction:SuperPathwayOf	reactome:Pathway56
reactome:Pathway60	abstraction:SuperPathwayOf	reactome:Pathway61
reactome:Pathway1	abstraction:SuperPathwayOf	reactome:Pathway106
reactome:Pathway87	abstraction:SuperPathwayOf	reactome:Pathway88
reactome:Pathway63	abstraction:SuperPathwayOf	reactome:Pathway64
reactome:Pathway115	abstraction:SuperPathwayOf	reactome:Pathway123
reactome:Pathway52	abstraction:SuperPathwayOf	reactome:Pathway53
reactome:Pathway46	abstraction:SuperPathwayOf	reactome:Pathway50
reactome:Pathway135	abstraction:SuperPathwayOf	reactome:Pathway138
reactome:Pathway55	abstraction:SuperPathwayOf	reactome:Pathway67
reactome:Pathway52	abstraction:SuperPathwayOf	reactome:Pathway87
reactome:Pathway71	abstraction:SuperPathwayOf	reactome:Pathway72
reactome:Pathway46	abstraction:SuperPathwayOf	reactome:Pathway47
reactome:Pathway27	abstraction:SuperPathwayOf	reactome:Pathway31
reactome:Pathway2	abstraction:SuperPathwayOf	reactome:Pathway7
reactome:Pathway52	abstraction:SuperPathwayOf	reactome:Pathway76
reactome:Pathway34	abstraction:SuperPathwayOf	reactome:Pathway35
reactome:Pathway123	abstraction:SuperPathwayOf	reactome:Pathway124
reactome:Pathway131	abstraction:SuperPathwayOf	reactome:Pathway132
reactome:Pathway22	abstraction:SuperPathwayOf	reactome:Pathway32
reactome:Pathway8	abstraction:SuperPathwayOf	reactome:Pathway9
reactome:Pathway1	abstraction:SuperPathwayOf	reactome:Pathway2
reactome:Pathway10	abstraction:SuperPathwayOf	reactome:Pathway11
reactome:Pathway8	abstraction:SuperPathwayOf	reactome:Pathway22
reactome:Pathway106	abstraction:SuperPathwayOf	reactome:Pathway107
reactome:Pathway15	abstraction:SuperPathwayOf	reactome:Pathway16
reactome:Pathway33	abstraction:SuperPathwayOf	reactome:Pathway34
reactome:Pathway76	abstraction:SuperPathwayOf	reactome:Pathway78
reactome:Pathway71	abstraction:SuperPathwayOf	reactome:Pathway75
reactome:Pathway46	abstraction:SuperPathwayOf	reactome:Pathway49
reactome:Pathway27	abstraction:SuperPathwayOf	reactome:Pathway29
reactome:Pathway22	abstraction:SuperPathwayOf	reactome:Pathway23
reactome:Pathway71	abstraction:SuperPathwayOf	reactome:Pathway74
reactome:Pathway44	abstraction:SuperPathwayOf	reactome:Pathway45
reactome:Pathway42	abstraction:SuperPathwayOf	reactome:Pathway21
reactome:Pathway51	abstraction:SuperPathwayOf	reactome:Pathway21
reactome:Pathway132	abstraction:SuperPathwayOf	reactome:Pathway133
reactome:Pathway84	abstraction:SuperPathwayOf	reactome:Pathway85
reactome:Pathway87	abstraction:SuperPathwayOf	reactome:Pathway91
reactome:Pathway1	abstraction:SuperPathwayOf	reactome:Pathway126
reactome:Pathway59	abstraction:SuperPathwayOf	reactome:Pathway63
reactome:Pathway15	abstraction:SuperPathwayOf	reactome:Pathway18
reactome:Pathway34	abstraction:SuperPathwayOf	reactome:Pathway36
reactome:Pathway9	abstraction:SuperPathwayOf	reactome:Pathway15
reactome:Pathway43	abstraction:SuperPathwayOf	reactome:Pathway51
