subject,predicate,object
reactome:Pathway988,abstraction:HasComponent,reactome:Pathway998
reactome:Pathway988,abstraction:HasComponent,reactome:Pathway994
reactome:Pathway988,abstraction:HasComponent,reactome:Pathway997
reactome:Pathway2514,abstraction:HasComponent,reactome:Pathway2516
reactome:Pathway2514,abstraction:HasComponent,reactome:Pathway2515
reactome:Pathway2514,abstraction:HasComponent,reactome:Pathway2517
reactome:Pathway2048,abstraction:HasComponent,reactome:Pathway2053
reactome:Pathway2048,abstraction:HasComponent,reactome:Pathway2052
reactome:Pathway2048,abstraction:HasComponent,reactome:Pathway2049
reactome:Pathway2048,abstraction:HasComponent,reactome:Pathway2050
reactome:Pathway514,abstraction:HasComponent,reactome:Pathway515
reactome:Pathway1318,abstraction:HasComponent,reactome:Pathway1319
reactome:Pathway2546,abstraction:HasComponent,reactome:Pathway2557
reactome:Pathway2546,abstraction:HasComponent,reactome:Pathway2547
reactome:Pathway2546,abstraction:HasComponent,reactome:Pathway2558
reactome:Pathway2546,abstraction:HasComponent,reactome:Pathway2562
reactome:Pathway2546,abstraction:HasComponent,reactome:Pathway2563
reactome:Pathway2546,abstraction:HasComponent,reactome:Pathway2559
reactome:Pathway1396,abstraction:HasComponent,reactome:Pathway1407
reactome:Pathway1396,abstraction:HasComponent,reactome:Pathway1401
reactome:Pathway1396,abstraction:HasComponent,reactome:Pathway1397
reactome:Pathway1396,abstraction:HasComponent,reactome:Pathway1402
reactome:Pathway1894,abstraction:HasComponent,reactome:Pathway1900
reactome:Pathway1894,abstraction:HasComponent,reactome:Pathway1895
reactome:Pathway1894,abstraction:HasComponent,reactome:Pathway1896
reactome:Pathway1894,abstraction:HasComponent,reactome:Pathway1901
reactome:Pathway2578,abstraction:HasComponent,reactome:Pathway2579
reactome:Pathway1175,abstraction:HasComponent,reactome:Pathway1176
reactome:Pathway150,abstraction:HasComponent,reactome:Pathway151
reactome:Pathway1420,abstraction:HasComponent,reactome:Pathway1421
reactome:Pathway1420,abstraction:HasComponent,reactome:Pathway1429
reactome:Pathway1420,abstraction:HasComponent,reactome:Pathway1424
reactome:Pathway1673,abstraction:HasComponent,reactome:Pathway1674
reactome:Pathway1673,abstraction:HasComponent,reactome:Pathway1675
reactome:Pathway1627,abstraction:HasComponent,reactome:Pathway1628
reactome:Pathway1627,abstraction:HasComponent,reactome:Pathway1630
reactome:Pathway182,abstraction:HasComponent,reactome:Pathway175
reactome:Pathway1950,abstraction:HasComponent,reactome:Pathway1952
reactome:Pathway1950,abstraction:HasComponent,reactome:Pathway1951
reactome:Pathway1950,abstraction:HasComponent,reactome:Pathway1953
reactome:Pathway1659,abstraction:HasComponent,reactome:Pathway1660
reactome:Pathway1231,abstraction:HasComponent,reactome:Pathway1238
reactome:Pathway1231,abstraction:HasComponent,reactome:Pathway1232
reactome:Pathway1231,abstraction:HasComponent,reactome:Pathway1237
reactome:Pathway1231,abstraction:HasComponent,reactome:Pathway1233
reactome:Pathway1231,abstraction:HasComponent,reactome:Pathway1234
reactome:Pathway1231,abstraction:HasComponent,reactome:Pathway1235
reactome:Pathway1231,abstraction:HasComponent,reactome:Pathway1236
reactome:Pathway1484,abstraction:HasComponent,reactome:Pathway1486
reactome:Pathway1484,abstraction:HasComponent,reactome:Pathway1485
reactome:Pathway1438,abstraction:HasComponent,reactome:Pathway1408
reactome:Pathway1263,abstraction:HasComponent,reactome:Pathway1265
reactome:Pathway1263,abstraction:HasComponent,reactome:Pathway1264
reactome:Pathway2491,abstraction:HasComponent,reactome:Pathway2493
reactome:Pathway2491,abstraction:HasComponent,reactome:Pathway2492
reactome:Pathway2491,abstraction:HasComponent,reactome:Pathway279
reactome:Pathway413,abstraction:HasComponent,reactome:Pathway415
reactome:Pathway413,abstraction:HasComponent,reactome:Pathway414
reactome:Pathway413,abstraction:HasComponent,reactome:Pathway416
reactome:Pathway666,abstraction:HasComponent,reactome:Pathway668
reactome:Pathway666,abstraction:HasComponent,reactome:Pathway667
reactome:Pathway666,abstraction:HasComponent,reactome:Pathway670
reactome:Pathway666,abstraction:HasComponent,reactome:Pathway671
reactome:Pathway666,abstraction:HasComponent,reactome:Pathway673
reactome:Pathway666,abstraction:HasComponent,reactome:Pathway669
reactome:Pathway666,abstraction:HasComponent,reactome:Pathway672
reactome:Pathway1936,abstraction:HasComponent,reactome:Pathway1937
reactome:Pathway1936,abstraction:HasComponent,reactome:Pathway1945
reactome:Pathway1540,abstraction:HasComponent,reactome:Pathway1549
reactome:Pathway1540,abstraction:HasComponent,reactome:Pathway1541
reactome:Pathway1540,abstraction:HasComponent,reactome:Pathway1551
reactome:Pathway1540,abstraction:HasComponent,reactome:Pathway1548
reactome:Pathway224,abstraction:HasComponent,reactome:Pathway225
reactome:Pathway477,abstraction:HasComponent,reactome:Pathway478
reactome:Pathway477,abstraction:HasComponent,reactome:Pathway487
reactome:Pathway722,abstraction:HasComponent,reactome:Pathway723
reactome:Pathway722,abstraction:HasComponent,reactome:Pathway724
reactome:Pathway722,abstraction:HasComponent,reactome:Pathway725
reactome:Pathway2256,abstraction:HasComponent,reactome:Pathway2258
reactome:Pathway2256,abstraction:HasComponent,reactome:Pathway2257
reactome:Pathway256,abstraction:HasComponent,reactome:Pathway257
reactome:Pathway256,abstraction:HasComponent,reactome:Pathway258
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2291
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2293
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2300
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2295
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2298
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2290
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2292
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2289
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2297
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2296
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2294
reactome:Pathway2288,abstraction:HasComponent,reactome:Pathway2299
reactome:Pathway1558,abstraction:HasComponent,reactome:Pathway1584
reactome:Pathway1558,abstraction:HasComponent,reactome:Pathway1559
reactome:Pathway1558,abstraction:HasComponent,reactome:Pathway1587
reactome:Pathway2067,abstraction:HasComponent,reactome:Pathway2068
reactome:Pathway2067,abstraction:HasComponent,reactome:Pathway2073
reactome:Pathway2067,abstraction:HasComponent,reactome:Pathway2069
reactome:Pathway533,abstraction:HasComponent,reactome:Pathway535
reactome:Pathway533,abstraction:HasComponent,reactome:Pathway545
reactome:Pathway533,abstraction:HasComponent,reactome:Pathway546
reactome:Pathway533,abstraction:HasComponent,reactome:Pathway534
reactome:Pathway533,abstraction:HasComponent,reactome:Pathway547
reactome:Pathway533,abstraction:HasComponent,reactome:Pathway536
reactome:Pathway2565,abstraction:HasComponent,reactome:Pathway2566
reactome:Pathway312,abstraction:HasComponent,reactome:Pathway386
reactome:Pathway312,abstraction:HasComponent,reactome:Pathway369
reactome:Pathway312,abstraction:HasComponent,reactome:Pathway315
reactome:Pathway312,abstraction:HasComponent,reactome:Pathway313
reactome:Pathway2390,abstraction:HasComponent,reactome:Pathway2392
reactome:Pathway2390,abstraction:HasComponent,reactome:Pathway2394
reactome:Pathway2390,abstraction:HasComponent,reactome:Pathway2391
reactome:Pathway2390,abstraction:HasComponent,reactome:Pathway2393
reactome:Pathway2390,abstraction:HasComponent,reactome:Pathway2395
reactome:Pathway2099,abstraction:HasComponent,reactome:Pathway2100
reactome:Pathway2099,abstraction:HasComponent,reactome:Pathway1459
reactome:Pathway2099,abstraction:HasComponent,reactome:Pathway1461
reactome:Pathway2519,abstraction:HasComponent,reactome:Pathway2523
reactome:Pathway2519,abstraction:HasComponent,reactome:Pathway2525
reactome:Pathway2519,abstraction:HasComponent,reactome:Pathway2521
reactome:Pathway2519,abstraction:HasComponent,reactome:Pathway2522
reactome:Pathway2519,abstraction:HasComponent,reactome:Pathway2520
reactome:Pathway2519,abstraction:HasComponent,reactome:Pathway2524
reactome:Pathway390,abstraction:HasComponent,reactome:Pathway391
reactome:Pathway390,abstraction:HasComponent,reactome:Pathway393
reactome:Pathway390,abstraction:HasComponent,reactome:Pathway392
reactome:Pathway1116,abstraction:HasComponent,reactome:Pathway1117
reactome:Pathway1116,abstraction:HasComponent,reactome:Pathway1118
reactome:Pathway1369,abstraction:HasComponent,reactome:Pathway1371
reactome:Pathway1369,abstraction:HasComponent,reactome:Pathway1370
reactome:Pathway35,abstraction:HasComponent,reactome:Pathway40
reactome:Pathway35,abstraction:HasComponent,reactome:Pathway36
reactome:Pathway35,abstraction:HasComponent,reactome:Pathway41
reactome:Pathway2621,abstraction:HasComponent,reactome:Pathway2622
reactome:Pathway2621,abstraction:HasComponent,reactome:Pathway2624
reactome:Pathway2621,abstraction:HasComponent,reactome:Pathway2625
reactome:Pathway2621,abstraction:HasComponent,reactome:Pathway2623
reactome:Pathway1471,abstraction:HasComponent,reactome:Pathway1472
reactome:Pathway2155,abstraction:HasComponent,reactome:Pathway2157
reactome:Pathway2155,abstraction:HasComponent,reactome:Pathway2156
reactome:Pathway874,abstraction:HasComponent,reactome:Pathway876
reactome:Pathway874,abstraction:HasComponent,reactome:Pathway875
reactome:Pathway2,abstraction:HasComponent,reactome:Pathway4
reactome:Pathway2,abstraction:HasComponent,reactome:Pathway7
reactome:Pathway2,abstraction:HasComponent,reactome:Pathway5
reactome:Pathway2,abstraction:HasComponent,reactome:Pathway6
reactome:Pathway2,abstraction:HasComponent,reactome:Pathway3
reactome:Pathway155,abstraction:HasComponent,reactome:Pathway159
reactome:Pathway155,abstraction:HasComponent,reactome:Pathway156
reactome:Pathway155,abstraction:HasComponent,reactome:Pathway158
reactome:Pathway2400,abstraction:HasComponent,reactome:Pathway2401
reactome:Pathway2400,abstraction:HasComponent,reactome:Pathway2402
reactome:Pathway2109,abstraction:HasComponent,reactome:Pathway2113
reactome:Pathway2109,abstraction:HasComponent,reactome:Pathway2110
reactome:Pathway2653,abstraction:HasComponent,reactome:Pathway2656
reactome:Pathway2653,abstraction:HasComponent,reactome:Pathway2655
reactome:Pathway2653,abstraction:HasComponent,reactome:Pathway2654
reactome:Pathway1678,abstraction:HasComponent,reactome:Pathway1684
reactome:Pathway1678,abstraction:HasComponent,reactome:Pathway1681
reactome:Pathway1678,abstraction:HasComponent,reactome:Pathway1680
reactome:Pathway1678,abstraction:HasComponent,reactome:Pathway1679
reactome:Pathway1678,abstraction:HasComponent,reactome:Pathway1683
reactome:Pathway1678,abstraction:HasComponent,reactome:Pathway1682
reactome:Pathway828,abstraction:HasComponent,reactome:Pathway859
reactome:Pathway828,abstraction:HasComponent,reactome:Pathway852
reactome:Pathway828,abstraction:HasComponent,reactome:Pathway851
reactome:Pathway828,abstraction:HasComponent,reactome:Pathway854
reactome:Pathway828,abstraction:HasComponent,reactome:Pathway829
reactome:Pathway828,abstraction:HasComponent,reactome:Pathway841
reactome:Pathway828,abstraction:HasComponent,reactome:Pathway853
reactome:Pathway2607,abstraction:HasComponent,reactome:Pathway2608
reactome:Pathway187,abstraction:HasComponent,reactome:Pathway197
reactome:Pathway187,abstraction:HasComponent,reactome:Pathway192
reactome:Pathway187,abstraction:HasComponent,reactome:Pathway188
reactome:Pathway187,abstraction:HasComponent,reactome:Pathway191
reactome:Pathway187,abstraction:HasComponent,reactome:Pathway196
reactome:Pathway187,abstraction:HasComponent,reactome:Pathway190
reactome:Pathway187,abstraction:HasComponent,reactome:Pathway199
reactome:Pathway187,abstraction:HasComponent,reactome:Pathway198
reactome:Pathway2432,abstraction:HasComponent,reactome:Pathway2433
reactome:Pathway99,abstraction:HasComponent,reactome:Pathway100
reactome:Pathway99,abstraction:HasComponent,reactome:Pathway102
reactome:Pathway99,abstraction:HasComponent,reactome:Pathway101
reactome:Pathway1702,abstraction:HasComponent,reactome:Pathway1703
reactome:Pathway1955,abstraction:HasComponent,reactome:Pathway1961
reactome:Pathway1955,abstraction:HasComponent,reactome:Pathway1960
reactome:Pathway1955,abstraction:HasComponent,reactome:Pathway1956
reactome:Pathway1987,abstraction:HasComponent,reactome:Pathway1988
reactome:Pathway1268,abstraction:HasComponent,reactome:Pathway1270
reactome:Pathway1268,abstraction:HasComponent,reactome:Pathway1271
reactome:Pathway1268,abstraction:HasComponent,reactome:Pathway1269
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway972
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway967
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway974
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway964
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway973
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway963
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway971
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway975
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway976
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway970
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway966
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway968
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway969
reactome:Pathway962,abstraction:HasComponent,reactome:Pathway965
reactome:Pathway243,abstraction:HasComponent,reactome:Pathway251
reactome:Pathway243,abstraction:HasComponent,reactome:Pathway244
reactome:Pathway243,abstraction:HasComponent,reactome:Pathway252
reactome:Pathway1513,abstraction:HasComponent,reactome:Pathway1514
reactome:Pathway1513,abstraction:HasComponent,reactome:Pathway1515
reactome:Pathway1513,abstraction:HasComponent,reactome:Pathway1516
reactome:Pathway1513,abstraction:HasComponent,reactome:Pathway1517
reactome:Pathway1766,abstraction:HasComponent,reactome:Pathway1773
reactome:Pathway1766,abstraction:HasComponent,reactome:Pathway1774
reactome:Pathway1766,abstraction:HasComponent,reactome:Pathway1768
reactome:Pathway1766,abstraction:HasComponent,reactome:Pathway1767
reactome:Pathway1047,abstraction:HasComponent,reactome:Pathway1048
reactome:Pathway1047,abstraction:HasComponent,reactome:Pathway1049
reactome:Pathway1047,abstraction:HasComponent,reactome:Pathway1050
reactome:Pathway1591,abstraction:HasComponent,reactome:Pathway1592
reactome:Pathway275,abstraction:HasComponent,reactome:Pathway276
reactome:Pathway275,abstraction:HasComponent,reactome:Pathway278
reactome:Pathway275,abstraction:HasComponent,reactome:Pathway289
reactome:Pathway275,abstraction:HasComponent,reactome:Pathway285
reactome:Pathway1545,abstraction:HasComponent,reactome:Pathway1546
reactome:Pathway1545,abstraction:HasComponent,reactome:Pathway1547
reactome:Pathway2054,abstraction:HasComponent,reactome:Pathway2055
reactome:Pathway2054,abstraction:HasComponent,reactome:Pathway2086
reactome:Pathway2054,abstraction:HasComponent,reactome:Pathway2193
reactome:Pathway520,abstraction:HasComponent,reactome:Pathway521
reactome:Pathway229,abstraction:HasComponent,reactome:Pathway230
reactome:Pathway229,abstraction:HasComponent,reactome:Pathway231
reactome:Pathway2727,abstraction:HasComponent,reactome:Pathway2728
reactome:Pathway1324,abstraction:HasComponent,reactome:Pathway1326
reactome:Pathway1324,abstraction:HasComponent,reactome:Pathway1325
reactome:Pathway1577,abstraction:HasComponent,reactome:Pathway1579
reactome:Pathway1577,abstraction:HasComponent,reactome:Pathway1578
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2140
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2183
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2147
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2192
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2148
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2169
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2190
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2154
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2189
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2165
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2176
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2130
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2087
reactome:Pathway2086,abstraction:HasComponent,reactome:Pathway2171
reactome:Pathway552,abstraction:HasComponent,reactome:Pathway555
reactome:Pathway552,abstraction:HasComponent,reactome:Pathway561
reactome:Pathway552,abstraction:HasComponent,reactome:Pathway559
reactome:Pathway552,abstraction:HasComponent,reactome:Pathway553
reactome:Pathway552,abstraction:HasComponent,reactome:Pathway557
reactome:Pathway1103,abstraction:HasComponent,reactome:Pathway1104
reactome:Pathway506,abstraction:HasComponent,reactome:Pathway509
reactome:Pathway506,abstraction:HasComponent,reactome:Pathway507
reactome:Pathway506,abstraction:HasComponent,reactome:Pathway511
reactome:Pathway2584,abstraction:HasComponent,reactome:Pathway2588
reactome:Pathway2584,abstraction:HasComponent,reactome:Pathway2589
reactome:Pathway2584,abstraction:HasComponent,reactome:Pathway2585
reactome:Pathway2584,abstraction:HasComponent,reactome:Pathway2586
reactome:Pathway2584,abstraction:HasComponent,reactome:Pathway2587
reactome:Pathway331,abstraction:HasComponent,reactome:Pathway332
reactome:Pathway1854,abstraction:HasComponent,reactome:Pathway1863
reactome:Pathway1854,abstraction:HasComponent,reactome:Pathway1860
reactome:Pathway1854,abstraction:HasComponent,reactome:Pathway1859
reactome:Pathway1854,abstraction:HasComponent,reactome:Pathway1862
reactome:Pathway1854,abstraction:HasComponent,reactome:Pathway1857
reactome:Pathway1854,abstraction:HasComponent,reactome:Pathway1858
reactome:Pathway1854,abstraction:HasComponent,reactome:Pathway1856
reactome:Pathway1854,abstraction:HasComponent,reactome:Pathway1855
reactome:Pathway1854,abstraction:HasComponent,reactome:Pathway1861
reactome:Pathway2110,abstraction:HasComponent,reactome:Pathway2112
reactome:Pathway2110,abstraction:HasComponent,reactome:Pathway2093
reactome:Pathway2110,abstraction:HasComponent,reactome:Pathway2111
reactome:Pathway2110,abstraction:HasComponent,reactome:Pathway2095
reactome:Pathway1135,abstraction:HasComponent,reactome:Pathway1138
reactome:Pathway1135,abstraction:HasComponent,reactome:Pathway1137
reactome:Pathway1135,abstraction:HasComponent,reactome:Pathway1139
reactome:Pathway1135,abstraction:HasComponent,reactome:Pathway1136
reactome:Pathway1135,abstraction:HasComponent,reactome:Pathway1140
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1480
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1539
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1536
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1389
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1500
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1522
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1518
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1439
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1493
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1395
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1513
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1535
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1491
reactome:Pathway1388,abstraction:HasComponent,reactome:Pathway1502
reactome:Pathway1808,abstraction:HasComponent,reactome:Pathway1811
reactome:Pathway1808,abstraction:HasComponent,reactome:Pathway1810
reactome:Pathway1808,abstraction:HasComponent,reactome:Pathway1809
reactome:Pathway1808,abstraction:HasComponent,reactome:Pathway1812
reactome:Pathway110,abstraction:HasComponent,reactome:Pathway112
reactome:Pathway110,abstraction:HasComponent,reactome:Pathway111
reactome:Pathway2317,abstraction:HasComponent,reactome:Pathway2318
reactome:Pathway2317,abstraction:HasComponent,reactome:Pathway2319
reactome:Pathway2142,abstraction:HasComponent,reactome:Pathway2143
reactome:Pathway2142,abstraction:HasComponent,reactome:Pathway2144
reactome:Pathway2142,abstraction:HasComponent,reactome:Pathway2146
reactome:Pathway2142,abstraction:HasComponent,reactome:Pathway2145
reactome:Pathway1167,abstraction:HasComponent,reactome:Pathway1168
reactome:Pathway1167,abstraction:HasComponent,reactome:Pathway1169
reactome:Pathway1167,abstraction:HasComponent,reactome:Pathway1175
reactome:Pathway1167,abstraction:HasComponent,reactome:Pathway1174
reactome:Pathway317,abstraction:HasComponent,reactome:Pathway319
reactome:Pathway317,abstraction:HasComponent,reactome:Pathway318
reactome:Pathway317,abstraction:HasComponent,reactome:Pathway321
reactome:Pathway317,abstraction:HasComponent,reactome:Pathway322
reactome:Pathway317,abstraction:HasComponent,reactome:Pathway323
reactome:Pathway317,abstraction:HasComponent,reactome:Pathway320
reactome:Pathway861,abstraction:HasComponent,reactome:Pathway874
reactome:Pathway861,abstraction:HasComponent,reactome:Pathway862
reactome:Pathway1665,abstraction:HasComponent,reactome:Pathway1668
reactome:Pathway1665,abstraction:HasComponent,reactome:Pathway1667
reactome:Pathway1665,abstraction:HasComponent,reactome:Pathway1666
reactome:Pathway349,abstraction:HasComponent,reactome:Pathway356
reactome:Pathway349,abstraction:HasComponent,reactome:Pathway350
reactome:Pathway349,abstraction:HasComponent,reactome:Pathway354
reactome:Pathway349,abstraction:HasComponent,reactome:Pathway351
reactome:Pathway349,abstraction:HasComponent,reactome:Pathway357
reactome:Pathway349,abstraction:HasComponent,reactome:Pathway355
reactome:Pathway174,abstraction:HasComponent,reactome:Pathway175
reactome:Pathway174,abstraction:HasComponent,reactome:Pathway176
reactome:Pathway2128,abstraction:HasComponent,reactome:Pathway2118
reactome:Pathway128,abstraction:HasComponent,reactome:Pathway129
reactome:Pathway128,abstraction:HasComponent,reactome:Pathway130
reactome:Pathway2626,abstraction:HasComponent,reactome:Pathway2628
reactome:Pathway2626,abstraction:HasComponent,reactome:Pathway2631
reactome:Pathway2626,abstraction:HasComponent,reactome:Pathway2627
reactome:Pathway2626,abstraction:HasComponent,reactome:Pathway2630
reactome:Pathway2626,abstraction:HasComponent,reactome:Pathway2634
reactome:Pathway2626,abstraction:HasComponent,reactome:Pathway2633
reactome:Pathway2626,abstraction:HasComponent,reactome:Pathway2632
reactome:Pathway2626,abstraction:HasComponent,reactome:Pathway2629
reactome:Pathway2451,abstraction:HasComponent,reactome:Pathway2454
reactome:Pathway2451,abstraction:HasComponent,reactome:Pathway2455
reactome:Pathway2451,abstraction:HasComponent,reactome:Pathway2453
reactome:Pathway2451,abstraction:HasComponent,reactome:Pathway2452
reactome:Pathway451,abstraction:HasComponent,reactome:Pathway453
reactome:Pathway451,abstraction:HasComponent,reactome:Pathway455
reactome:Pathway451,abstraction:HasComponent,reactome:Pathway452
reactome:Pathway451,abstraction:HasComponent,reactome:Pathway456
reactome:Pathway2405,abstraction:HasComponent,reactome:Pathway2407
reactome:Pathway2405,abstraction:HasComponent,reactome:Pathway2406
reactome:Pathway1002,abstraction:HasComponent,reactome:Pathway1016
reactome:Pathway1002,abstraction:HasComponent,reactome:Pathway1003
reactome:Pathway1002,abstraction:HasComponent,reactome:Pathway1019
reactome:Pathway1500,abstraction:HasComponent,reactome:Pathway1501
reactome:Pathway1753,abstraction:HasComponent,reactome:Pathway1756
reactome:Pathway1753,abstraction:HasComponent,reactome:Pathway1761
reactome:Pathway1753,abstraction:HasComponent,reactome:Pathway1759
reactome:Pathway1753,abstraction:HasComponent,reactome:Pathway1760
reactome:Pathway1753,abstraction:HasComponent,reactome:Pathway1755
reactome:Pathway1753,abstraction:HasComponent,reactome:Pathway1509
reactome:Pathway1753,abstraction:HasComponent,reactome:Pathway1757
reactome:Pathway1753,abstraction:HasComponent,reactome:Pathway1754
reactome:Pathway1753,abstraction:HasComponent,reactome:Pathway1758
reactome:Pathway483,abstraction:HasComponent,reactome:Pathway484
reactome:Pathway483,abstraction:HasComponent,reactome:Pathway485
reactome:Pathway981,abstraction:HasComponent,reactome:Pathway983
reactome:Pathway981,abstraction:HasComponent,reactome:Pathway982
reactome:Pathway981,abstraction:HasComponent,reactome:Pathway984
reactome:Pathway1785,abstraction:HasComponent,reactome:Pathway1787
reactome:Pathway1785,abstraction:HasComponent,reactome:Pathway1786
reactome:Pathway2469,abstraction:HasComponent,reactome:Pathway2472
reactome:Pathway2469,abstraction:HasComponent,reactome:Pathway2470
reactome:Pathway2469,abstraction:HasComponent,reactome:Pathway2473
reactome:Pathway2041,abstraction:HasComponent,reactome:Pathway2042
reactome:Pathway216,abstraction:HasComponent,reactome:Pathway218
reactome:Pathway216,abstraction:HasComponent,reactome:Pathway217
reactome:Pathway469,abstraction:HasComponent,reactome:Pathway471
reactome:Pathway469,abstraction:HasComponent,reactome:Pathway470
reactome:Pathway294,abstraction:HasComponent,reactome:Pathway297
reactome:Pathway294,abstraction:HasComponent,reactome:Pathway295
reactome:Pathway714,abstraction:HasComponent,reactome:Pathway715
reactome:Pathway714,abstraction:HasComponent,reactome:Pathway716
reactome:Pathway1518,abstraction:HasComponent,reactome:Pathway1519
reactome:Pathway1596,abstraction:HasComponent,reactome:Pathway1597
reactome:Pathway1596,abstraction:HasComponent,reactome:Pathway1598
reactome:Pathway1122,abstraction:HasComponent,reactome:Pathway1124
reactome:Pathway1122,abstraction:HasComponent,reactome:Pathway1123
reactome:Pathway2382,abstraction:HasComponent,reactome:Pathway2383
reactome:Pathway304,abstraction:HasComponent,reactome:Pathway305
reactome:Pathway1827,abstraction:HasComponent,reactome:Pathway1828
reactome:Pathway1827,abstraction:HasComponent,reactome:Pathway1831
reactome:Pathway1827,abstraction:HasComponent,reactome:Pathway1830
reactome:Pathway1827,abstraction:HasComponent,reactome:Pathway1829
reactome:Pathway1827,abstraction:HasComponent,reactome:Pathway1833
reactome:Pathway1827,abstraction:HasComponent,reactome:Pathway1832
reactome:Pathway557,abstraction:HasComponent,reactome:Pathway558
reactome:Pathway1652,abstraction:HasComponent,reactome:Pathway1653
reactome:Pathway1652,abstraction:HasComponent,reactome:Pathway1654
reactome:Pathway1652,abstraction:HasComponent,reactome:Pathway1655
reactome:Pathway2336,abstraction:HasComponent,reactome:Pathway2337
reactome:Pathway2336,abstraction:HasComponent,reactome:Pathway2338
reactome:Pathway1186,abstraction:HasComponent,reactome:Pathway1187
reactome:Pathway336,abstraction:HasComponent,reactome:Pathway337
reactome:Pathway336,abstraction:HasComponent,reactome:Pathway340
reactome:Pathway161,abstraction:HasComponent,reactome:Pathway162
reactome:Pathway1431,abstraction:HasComponent,reactome:Pathway1432
reactome:Pathway2115,abstraction:HasComponent,reactome:Pathway2114
reactome:Pathway2115,abstraction:HasComponent,reactome:Pathway2109
reactome:Pathway73,abstraction:HasComponent,reactome:Pathway74
reactome:Pathway73,abstraction:HasComponent,reactome:Pathway75
reactome:Pathway73,abstraction:HasComponent,reactome:Pathway76
reactome:Pathway2193,abstraction:HasComponent,reactome:Pathway2204
reactome:Pathway2193,abstraction:HasComponent,reactome:Pathway2238
reactome:Pathway2193,abstraction:HasComponent,reactome:Pathway2237
reactome:Pathway2193,abstraction:HasComponent,reactome:Pathway2246
reactome:Pathway2193,abstraction:HasComponent,reactome:Pathway2242
reactome:Pathway2193,abstraction:HasComponent,reactome:Pathway2248
reactome:Pathway2193,abstraction:HasComponent,reactome:Pathway2194
reactome:Pathway2193,abstraction:HasComponent,reactome:Pathway2236
reactome:Pathway1463,abstraction:HasComponent,reactome:Pathway1473
reactome:Pathway1463,abstraction:HasComponent,reactome:Pathway1465
reactome:Pathway1463,abstraction:HasComponent,reactome:Pathway1464
reactome:Pathway1463,abstraction:HasComponent,reactome:Pathway1467
reactome:Pathway1463,abstraction:HasComponent,reactome:Pathway1470
reactome:Pathway1463,abstraction:HasComponent,reactome:Pathway1466
reactome:Pathway1463,abstraction:HasComponent,reactome:Pathway1469
